node_id,full_name,stratum_indeg,stratum_size,NL,F_signature,F_B,F_T,dep_count,dep_truncated,judge_prefer,judge_notes,vacuous_B,vacuous_T,edit_dist_B,edit_dist_T,typecheck_B,typecheck_T
177461,ContinuousMultilinearMap.norm_compContinuous_linearIsometry_le,medium,large,The norm of a continuous multilinear map composed with a family of continuous linear isometries is at most the norm of the original continuous multilinear map.,"ContinuousMultilinearMap.norm_compContinuous_linearIsometry_le.{u, v, wE, wE₁, wG} {𝕜 : Type u} {ι : Type v}
  {E : ι → Type wE} {E₁ : ι → Type wE₁} {G : Type wG} [NontriviallyNormedField 𝕜]
  [(i : ι) → SeminormedAddCommGroup (E i)] [(i : ι) → NormedSpace 𝕜 (E i)] [(i : ι) → SeminormedAddCommGroup (E₁ i)]
  [(i : ι) → NormedSpace 𝕜 (E₁ i)] [SeminormedAddCommGroup G] [NormedSpace 𝕜 G] [Fintype ι]
  (g : ContinuousMultilinearMap 𝕜 E₁ G) (f : (i : ι) → E i →ₗᵢ[𝕜] E₁ i) :
  ‖ContinuousMultilinearMap.compContinuousLinearMap g fun i => LinearIsometry.toContinuousLinearMap (f i)‖ ≤ ‖g‖","```lean
theorem ContinuousMultilinearMap.norm_comp_le_of_isometries
    {𝕜 : Type*} [NontriviallyNormedField 𝕜]
    {ι : Type*} [Fintype ι]
    {E : ι → Type*} [∀ i, SeminormedAddCommGroup (E i)] [∀ i, NormedModule 𝕜 (E i)]
    {F : Type*} [SeminormedAddCommGroup F] [NormedModule 𝕜 F]
    {G : Type*} [SeminormedAddCommGroup G] [NormedModule 𝕜 G]
    (f : ContinuousMultilinearMap 𝕜 (fun _ => F) G)
    (g : ∀ i, E i →L[𝕜] F) (hg : ∀ i, IsometryEquiv.toIsometry (g i)) :
    ‖f.comp_multilinearMap (fun i => (g i).toMultilinearMap)‖ ≤ ‖f‖ := by sorry
```","```lean
theorem ContinuousMultilinearMap.norm_compContinuousLinearMap_le {𝕜 : Type u} {ι : Type v} {E : ι → Type wE} {E' : ι → Type wE'} {G : Type wG}
  [NontriviallyNormedField 𝕜] [(i : ι) → SeminormedAddCommGroup (E i)] [(i : ι) → NormedSpace 𝕜 (E i)]
  [(i : ι) → SeminormedAddCommGroup (E' i)] [(i : ι) → NormedSpace 𝕜 (E' i)]
  [SeminormedAddCommGroup G] [NormedSpace 𝕜 G] [Fintype ι]
  (g : ContinuousMultilinearMap 𝕜 E' G) (f : (i : ι) → E i →ₛₗᵢ[RingHom.id 𝕜] E' i) :
  ‖g.compContinuousLinearMap fun i => (f i).toContinuousLinearMap‖ ≤ ‖g‖ := by sorry
```",75,0,T,"A matches the target signature structure closely with compContinuousLinearMap and LinearIsometry, while B uses different names and incorrect type classes (IsometryEquiv, NormedModule instead of NormedSpace).",False,False,79,21,True,True
319200,CategoryTheory.ihom.coev_ev_assoc,medium,large,"The theorem states that for a closed monoidal category C and objects A and B in C, given a morphism h from the internal hom-object A ⟹ B to an object Z, the composition of the coevaluation natural transformation at A ⟹ B with the evaluation natural transformation at B (applied through the internal hom functor at A) followed by h equals h itself.","CategoryTheory.ihom.coev_ev_assoc.{v, u} {C : Type u} [CategoryTheory.Category.{v, u} C]
  [CategoryTheory.MonoidalCategory C] (A B : C) [CategoryTheory.Closed A] {Z : C} (h : A ⟹ B ⟶ Z) :
  CategoryTheory.CategoryStruct.comp (CategoryTheory.NatTrans.app (CategoryTheory.ihom.coev A) (A ⟹ B))
      (CategoryTheory.CategoryStruct.comp
        (CategoryTheory.Functor.map (CategoryTheory.ihom A) (CategoryTheory.NatTrans.app (CategoryTheory.ihom.ev A) B))
        h) =
    h","```lean
theorem closed_monoidal_coev_eval_comp {C : Type*} [MonoidalCategory C] [ClosedMonoidalCategory C]
    {A B Z : C} (h : (A ⟹ B) ⟶ Z) :
    h ∘ (ev B ∘ ((id (A ⟹ B)) ⊗ coev A)) = h := by sorry
```","```lean
theorem CategoryTheory.ihom.coev_ev_comp {C : Type u} [CategoryTheory.Category.{v, u} C] [CategoryTheory.MonoidalCategory C]
  (A B Z : C) [CategoryTheory.Closed A] (h : (A ⟹ B) ⟶ Z) :
  CategoryTheory.CategoryStruct.comp
    (CategoryTheory.CategoryStruct.comp
      (CategoryTheory.NatTrans.app (CategoryTheory.ihom.coev A) (A ⟹ B))
      (CategoryTheory.Functor.map (CategoryTheory.ihom A) (CategoryTheory.NatTrans.app (CategoryTheory.ihom.ev A) B)))
    h = h
```",40,0,T,"B matches target structure and namespaces exactly; A uses different notation (⊗, ∘) and wrong typeclass (ClosedMonoidalCategory vs Closed A).",False,False,33,14,True,True
40769,CategoryTheory.PreZeroHypercover.presieve₀_mem_of_iso,medium,large,"If $E$ and $F$ are pre-zero hypercovers of an object $S$ in a category $C$ with a precoverage $J$ that respects isomorphisms, and $e : E \cong F$ is an isomorphism between them, then if the presieve at level 0 of $E$ belongs to the coverings of $S$ under $J$, then the presieve at level 0 of $F$ also belongs to the coverings of $S$ under $J$.","CategoryTheory.PreZeroHypercover.presieve₀_mem_of_iso.{w, v, u} {C : Type u} [CategoryTheory.Category.{v, u} C]
  {J : CategoryTheory.Precoverage C} [CategoryTheory.Precoverage.RespectsIso J] {S : C}
  {E F : CategoryTheory.PreZeroHypercover S} (e : E ≅ F)
  (hE : CategoryTheory.PreZeroHypercover.presieve₀ E ∈ CategoryTheory.Precoverage.coverings J S) :
  CategoryTheory.PreZeroHypercover.presieve₀ F ∈ CategoryTheory.Precoverage.coverings J S","```lean
def PreZeroHypercoverIsoPreservesCoverage {C : Type*} [Category C] (J : Precoverage C) 
    (hJ : J.RespectiveIsomorphisms) (S : C) (E F : PreZeroHypercover S) 
    (e : E ≅ F) : J.Covers S E.presieve₀ → J.Covers S F.presieve₀ := by sorry
```","```lean
theorem CategoryTheory.PreZeroHypercover.isoCov {C : Type u} [CategoryTheory.Category.{v, u} C] {S : C}
    {J : CategoryTheory.Precoverage C} [CategoryTheory.Precoverage.RespectsIso J]
    {E F : CategoryTheory.PreZeroHypercover S} (e : E ≅ F)
    (hE : CategoryTheory.PreZeroHypercover.presieve₀ E ∈ CategoryTheory.Precoverage.coverings J S) :
    CategoryTheory.PreZeroHypercover.presieve₀ F ∈ CategoryTheory.Precoverage.coverings J S :=
  sorry
```",48,0,T,"B matches target signature exactly; A uses def instead of theorem, wrong universe variables, and wrong type names.",False,False,32,12,True,True
159827,MeasureTheory.Measure.restrict_biUnion_finset,medium,large,"When restricting a measure μ to a finite union of sets indexed by a finite set T, if the sets are pairwise disjoint on T and each set is measurable, then the restricted measure equals the sum of the measures restricted to each individual set in the family.","MeasureTheory.Measure.restrict_biUnion_finset.{u_2, u_6} {α : Type u_2} {ι : Type u_6} {m0 : MeasurableSpace α}
  {μ : MeasureTheory.Measure α} {s : ι → Set α} {T : Finset ι} (hd : Set.Pairwise (↑T) (Function.onFun Disjoint s))
  (hm : ∀ (i : ι), MeasurableSet (s i)) :
  MeasureTheory.Measure.restrict μ (⋃ i ∈ T, s i) =
    MeasureTheory.Measure.sum fun i => MeasureTheory.Measure.restrict μ (s ↑i)","```lean
theorem measure_restrict_finset_union {α : Type*} {T : Type*} [MeasurableSpace α] (μ : Measure α) (s : T → Set α) (ht : Set.Pairwise (Disjoint on s)) [Fintype T] (hmeas : ∀ t : T, MeasurableSet (s t)) : Measure.restrict μ (⋃ t : T, s t) = ∑ t : T, Measure.restrict μ (s t) := by sorry
```","```lean
theorem MeasureTheory.Measure.restrict_finUnion {α : Type*} {ι : Type*} [MeasurableSpace α]
    {μ : MeasureTheory.Measure α} {s : ι → Set α} (T : Finset ι)
    (hd : Set.Pairwise ↑T (Function.onFun Disjoint s)) (hm : ∀ i, MeasurableSet (s i)) :
    MeasureTheory.Measure.restrict μ (⋃ i ∈ T, s i) =
      MeasureTheory.Measure.sum fun i => MeasureTheory.Measure.restrict μ (s ↑i) :=
  sorry
```",48,0,T,A uses Finset T with membership condition matching target; B uses Fintype and sum notation instead of Measure.sum,False,False,46,20,False,True
351689,CategoryTheory.Abelian.SpectralObject.mapFourδ₂Toδ₁',medium,large,"This theorem provides a morphism between two E-page entries of a spectral object in an abelian category, where both entries are associated with the same grading indices n₀, n₁, n₂ (with n₀ + 1 = n₁ and n₁ + 1 = n₂), but constructed using different chains of inequalities in the index preorder ι': the first using the chain i₀ ≤ i₁ ≤ i₂ ≤ i₃ ≤ i₄ (focusing on the first two transitions), and the second using a chain that emphasizes the last two transitions i₂ ≤ i₃ ≤ i₄.","CategoryTheory.Abelian.SpectralObject.mapFourδ₂Toδ₁'.{v_1, u_1, u_3} {C : Type u_1} {ι' : Type u_3}
  [CategoryTheory.Category.{v_1, u_1} C] [CategoryTheory.Abelian C] [Preorder ι']
  (X' : CategoryTheory.Abelian.SpectralObject C ι') (i₀ i₁ i₂ i₃ i₄ : ι') (hi₀₁ : i₀ ≤ i₁) (hi₁₂ : i₁ ≤ i₂)
  (hi₂₃ : i₂ ≤ i₃) (hi₃₄ : i₃ ≤ i₄) (n₀ n₁ n₂ : ℤ) (hn₁ : n₀ + 1 = n₁ := by lia) (hn₂ : n₁ + 1 = n₂ := by lia) :
  CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE hi₀₁) (CategoryTheory.homOfLE ⋯)
      (CategoryTheory.homOfLE hi₃₄) n₀ n₁ n₂ hn₁ hn₂ ⟶
    CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE ⋯) (CategoryTheory.homOfLE hi₂₃)
      (CategoryTheory.homOfLE hi₃₄) n₀ n₁ n₂ hn₁ hn₂","```lean
def spectralObject_E_page_morphism
    {A : Type*} [Category A] [Abelian A]
    {ι : Type*} [Preorder ι]
    (E : SpectralObject A ι)
    {n₀ n₁ n₂ : ℤ} (h_n01 : n₀ + 1 = n₁) (h_n12 : n₁ + 1 = n₂)
    {i₀ i₁ i₂ i₃ i₄ : ι} (h_01 : i₀ ≤ i₁) (h_12 : i₁ ≤ i₂) (h_23 : i₂ ≤ i₃) (h_34 : i₃ ≤ i₄) :
    E.E_page ⟨n₀, i₀, i₄⟩ → E.E_page ⟨n₀, i₂, i₄⟩
```","```lean
def CategoryTheory.Abelian.SpectralObject.mapFourδ₂Toδ₁'_aux {C : Type u_1} {ι' : Type u_3}
  [CategoryTheory.Category.{v_1, u_1} C] [CategoryTheory.Abelian C] [Preorder ι']
  (X' : CategoryTheory.Abelian.SpectralObject C ι') (i₀ i₁ i₂ i₃ i₄ : ι') (hi₀₁ : i₀ ≤ i₁) (hi₁₂ : i₁ ≤ i₂)
  (hi₂₃ : i₂ ≤ i₃) (hi₃₄ : i₃ ≤ i₄) (n₀ n₁ n₂ : ℤ) (hn₁ : n₀ + 1 = n₁ := by lia) (hn₂ : n₁ + 1 = n₂ := by lia) :
  CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE hi₀₁) (CategoryTheory.homOfLE (LE.le.trans hi₁₂ hi₂₃))
      (CategoryTheory.homOfLE hi₃₄) n₀ n₁ n₂ hn₁ hn₂ ⟶
    CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE (LE.le.trans hi₀₁ hi₁₂)) (CategoryTheory.homOfLE hi₂₃)
      (CategoryTheory.homOfLE hi₃₄) n₀ n₁ n₂ hn₁ hn₂
```",34,0,T,B matches the exact signature and transitivities; A uses E_page (wrong API) and returns a function instead of a morphism.,False,False,92,10,True,False
270514,CategoryTheory.coherentTopology.mem_sieves_of_hasEffectiveEpiFamily,medium,large,"The theorem states that for a category $C$ with a precoherent structure and a sieve $S$ on an object $X$, if there exists a finite effective epimorphic family $(Y_a \to X)_{a \in \alpha}$ such that all arrows $\pi_a : Y_a \to X$ in this family belong to the sieve $S$, then $S$ is a covering sieve in the coherent topology on $C$ at $X$.","CategoryTheory.coherentTopology.mem_sieves_of_hasEffectiveEpiFamily.{v_1, u_1} {C : Type u_1}
  [CategoryTheory.Category.{v_1, u_1} C] [CategoryTheory.Precoherent C] {X : C} (S : CategoryTheory.Sieve X) :
  (∃ α,
      ∃ (_ : Finite α), ∃ Y π, CategoryTheory.EffectiveEpiFamily Y π ∧ ∀ (a : α), CategoryTheory.Sieve.arrows S (π a)) →
    S ∈ (CategoryTheory.coherentTopology C) X","```lean
theorem sieve_of_finite_effective_epi_family_in_coherent_topology
  {C : Type*} [Category C] [Precoherent C]
  {X : C} (S : Sieve X)
  (α : Type*) [Finite α]
  (Y : α → C) (π : (a : α) → (Y a ⟶ X))
  (heff : EffectiveEpiFamily π)
  (hS : ∀ a, π a ∈ S) :
  S ∈ coherentTopology C X
```","```lean
theorem coherentTopology_covering_of_finite_effective_epi_family {C : Type u₁} [CategoryTheory.Category.{v₁, u₁} C] [CategoryTheory.Precoherent C]
    {X : C} (S : CategoryTheory.Sieve X) {α : Type u₂} [Finite α] (Y : α → C) (π : (a : α) → Y a ⟶ X)
    (heff : CategoryTheory.EffectiveEpiFamily Y π) (h : ∀ a, π a ∈ S.arrows) :
    S ∈ CategoryTheory.coherentTopology C X
```",42,0,tie,"Both accurately flatten the ∃ structure; A uses π a ∈ S, B uses π a ∈ S.arrows (equivalent via Sieve.mem_def).",False,False,42,40,True,True
171427,ProbabilityTheory.integrable_rpow_abs_mul_cexp_of_re_mem_interior_integrableExpSet,medium,large,"If the real part of a complex number $z$ is in the interior of the integrable exponential set of a real-valued function $X$ with respect to a measure $μ$, and $p$ is a non-negative real number, then the function $ω \mapsto |X(ω)|^p \cdot e^{z \cdot X(ω)}$ is integrable with respect to $μ$.","ProbabilityTheory.integrable_rpow_abs_mul_cexp_of_re_mem_interior_integrableExpSet.{u_1} {Ω : Type u_1}
  {m : MeasurableSpace Ω} {X : Ω → ℝ} {μ : MeasureTheory.Measure Ω} {z : ℂ}
  (hz : Complex.re z ∈ interior (ProbabilityTheory.integrableExpSet X μ)) {p : ℝ} (hp : 0 ≤ p) :
  MeasureTheory.Integrable (fun ω => ↑(|X ω| ^ p) * Complex.exp (z * ↑(X ω))) μ","```lean
theorem integrable_pow_exp_mul_ofReal {α : Type*} [MeasurableSpace α] (μ : Measure α) 
    (X : α → ℝ) (z : ℂ) (p : ℝ) (hp : 0 ≤ p) 
    (hz : z.re ∈ interior (integrableExpSet μ X)) :
    Integrable (fun ω => |X ω| ^ p * Complex.exp (z * X ω)) μ
```","```lean
theorem integrable_complex_exp_mul_of_mem_interior_integrableExpSet
  {Ω : Type*} {m : MeasurableSpace Ω} {X : Ω → ℝ} {μ : MeasureTheory.Measure Ω}
  {z : ℂ} (hz : Complex.re z ∈ interior (ProbabilityTheory.integrableExpSet X μ))
  {p : ℝ} (hp : 0 ≤ p) :
  MeasureTheory.Integrable (fun ω => |X ω| ^ p * Complex.exp (z * Complex.ofReal (X ω))) μ
```",195,0,T,A matches the target signature more closely: uses ℂ coercion explicitly and parameter order matches. B omits ofReal coercion and reorders parameters.,False,False,39,10,True,True
286382,Array.SatisfiesM_anyM,medium,large,"The theorem states that for a monadic predicate `p` on array elements and an array `as`, if we start with an index `start` (which is at most the minimum of `stop` and the array size), and we have propositions `tru` and `fal` indexed by natural numbers such that `fal start` holds initially, and for every valid index `i` less than `stop` where `fal i` holds, the predicate `p` satisfies that if it returns true then `tru` holds, otherwise `fal (i+1)` holds, then the monadic operation `anyM p as start stop` satisfies that if it returns true then `tru` holds, otherwise `fal (min stop (size as))` holds.","Array.SatisfiesM_anyM.{u_1, u_2} {m : Type → Type u_1} {α : Type u_2} {start stop : ℕ} [Monad m] [LawfulMonad m]
  {p : α → m Bool} {as : Array α} (hstart : start ≤ min stop (Array.size as)) (tru : Prop) (fal : ℕ → Prop)
  (h0 : fal start)
  (hp :
    ∀ (i : Fin (Array.size as)),
      ↑i < stop → fal ↑i → SatisfiesM (fun x => bif x then tru else fal (↑i + 1)) (p as[i])) :
  SatisfiesM (fun res => bif res then tru else fal (min stop (Array.size as))) (Array.anyM p as start stop)","```lean
theorem anyM_ind {m : Type u → Type v} [Monad m] {p : α → m Bool} {as : Array α} {start stop : ℕ} {tru fal : ℕ → Prop}
    (h_start : start ≤ min stop as.size)
    (h_base : fal start)
    (h_step : ∀ i, i < stop → fal i → (∀ b, p as[i] = m.pure b → (b = true → tru) ∧ (b = false → fal (i + 1))))
    : ∀ b, anyM p as start stop = m.pure b → (b = true → tru) ∧ (b = false → fal (min stop as.size))
```","```lean
theorem Array.SatisfiesM_anyM' {m : Type → Type u_1} {α : Type u_2} {start stop : ℕ} [Monad m] [LawfulMonad m]
  {p : α → m Bool} {as : Array α} (hstart : start ≤ min stop (Array.size as)) (tru : Prop) (fal : ℕ → Prop)
  (h0 : fal start)
  (hp : ∀ (i : Fin (Array.size as)), ↑i < stop → fal ↑i → SatisfiesM (fun x => bif x then tru else fal (↑i + 1)) (p as[i])) :
  SatisfiesM (fun res => bif res then tru else fal (min stop (Array.size as))) (Array.anyM p as start stop) :=
  Array.SatisfiesM_anyM hstart tru fal h0 hp
```",145,0,T,"A is syntactically identical to target and uses correct dependency. B has wrong signature, no LawfulMonad, different parameter structure, and uses SatisfiesM incorrectly.",False,False,87,11,False,False
200527,MeasureTheory.setToFun_top_smul_measure,medium,large,"The theorem states that for a dominated finitely additive set function $T$ defined with respect to the measure $\top \cdot \mu$ (where $\top$ denotes the top element, representing infinity, multiplied with the measure $\mu$), the associated set-to-function construction applied to any function $f$ from $\alpha$ to a normed space $E$ yields zero in the target normed space $F$.","MeasureTheory.setToFun_top_smul_measure.{u_1, u_2, u_3} {α : Type u_1} {E : Type u_2} {F : Type u_3}
  [NormedAddCommGroup E] [NormedSpace ℝ E] [NormedAddCommGroup F] [NormedSpace ℝ F] {m : MeasurableSpace α}
  {μ : MeasureTheory.Measure α} [CompleteSpace F] {T : Set α → E →L[ℝ] F} {C : ℝ}
  (hT : MeasureTheory.DominatedFinMeasAdditive (⊤ • μ) T C) (f : α → E) : MeasureTheory.setToFun (⊤ • μ) T hT f = 0","```lean
theorem dominated_finitelyAdditive_setFunction_top_eq_zero {α : Type*} {E : Type*} {F : Type*} [NormedAddCommGroup E] [NormedAddCommGroup F] (μ : Set α → ℝ) (f : α → E) (T : (Set α → E) → F) : T (fun s => f s) = 0 := by sorry
```","```lean
theorem setToFun_top_mul_eq_zero {α : Type*} {E : Type*} {F : Type*} [NormedAddCommGroup E] [NormedSpace ℝ E] [NormedAddCommGroup F] [NormedSpace ℝ F] {m : MeasurableSpace α} (μ : MeasureTheory.Measure α) [CompleteSpace F] (T : Set α → E →L[ℝ] F) {C : ℝ} (hT : MeasureTheory.DominatedFinMeasAdditive μ T C) (f : α → E) : MeasureTheory.setToFun μ T hT f = 0 := by sorry
```",122,0,T,B captures the measure-theoretic structure and proper types; A oversimplifies with raw functions instead of measures/continuous linear maps.,False,False,53,23,True,True
15949,Submonoid.LocalizationMap.lift_comp_lift_eq,medium,large,The composition of the lift of a localization map `f` (with respect to a submonoid `S` and a monoid homomorphism `l` that sends elements of `S` to units) with the lift of another localization map `k` (with respect to the same submonoid `S` and compatible unit conditions) equals the lift of `f` with respect to `l` directly.,"Submonoid.LocalizationMap.lift_comp_lift_eq.{u_1, u_2, u_4, u_5} {M : Type u_1} [CommMonoid M] {S : Submonoid M}
  {N : Type u_2} [CommMonoid N] (f : Submonoid.LocalizationMap S N) {Q : Type u_4} [CommMonoid Q]
  (k : Submonoid.LocalizationMap S Q) {A : Type u_5} [CommMonoid A] {l : M →* A} (hl : ∀ (w : ↥S), IsUnit (l ↑w)) :
  MonoidHom.comp (Submonoid.LocalizationMap.lift k hl) (Submonoid.LocalizationMap.lift f ⋯) =
    Submonoid.LocalizationMap.lift f hl","```lean
theorem Submonoid.LocalizationMap.lift_comp_lift {M : Type*} {N : Type*} {P : Type*} [Monoid M] [Monoid N] [Monoid P] (S : Submonoid M) (f : LocalizationMap S N) (k : LocalizationMap S P) (l : M →* P) (hl : ∀ s : S, IsUnit (l s)) (hf : ∀ s : S, IsUnit (f.lift hl s)) : f.lift (fun s => hl s) ∘ k.lift (fun s => hl s) = k.lift (fun s => hl s) := by sorry
```","```lean
theorem Submonoid.LocalizationMap.lift_comp_lift_comp {M : Type u_1} [CommMonoid M] {S : Submonoid M}
  {N : Type u_2} [CommMonoid N] (f : Submonoid.LocalizationMap S N) {T : Submonoid M} (hST : S ≤ T)
  {Q : Type u_4} [CommMonoid Q] (k : Submonoid.LocalizationMap T Q) {A : Type u_5} [CommMonoid A]
  {l : M →* A} (hl : ∀ (w : ↥T), IsUnit (l ↑w)) :
  MonoidHom.comp (Submonoid.LocalizationMap.lift k hl) (Submonoid.LocalizationMap.lift f ⋯) =
    Submonoid.LocalizationMap.lift f ⋯ := by sorry
```",34,0,T,"A matches the target structure with two LocalizationMaps (f, k) and lift composition, while B has incorrect types and signature",False,False,68,20,True,True
305849,Padic.denseRange_ratCast,medium,small,"The rational numbers have dense range in the $p$-adic numbers, meaning that the image of the canonical embedding (rational cast) from $\mathbb{Q}$ to $\mathbb{Q}_p$ is dense in $\mathbb{Q}_p$ for any prime $p$.",Padic.denseRange_ratCast (p : ℕ) [Fact (Nat.Prime p)] : DenseRange Rat.cast,"```lean
theorem Rat.denseRange_cast (p : ℕ) [Fact (Nat.Prime p)] : DenseRange (Coe.coe : ℚ → ℤ_[p]) := by sorry
```","```lean
theorem Padic.rationals_dense (p : ℕ) [Fact (Nat.Prime p)] : DenseRange (Coe.coe : ℚ → ℚ_[p]) := by sorry
```",49,0,T,Candidate B uses ℚ_[p] (padic rationals) matching Padic namespace; A uses ℤ_[p] (padic integers) which is wrong codomain,False,False,12,12,False,True
325907,Set.sized_empty,medium,small,"The empty set is sized with respect to any natural number $r$, meaning the empty set satisfies the property of being ""sized $r$"" (where a set is sized $r$ if all its finite subsets have cardinality at most $r$).",Set.sized_empty.{u_1} {α : Type u_1} {r : ℕ} : Set.Sized r ∅,"```lean
theorem empty_set_sized (r : ℕ) : Sized (∅ : Set α) r := by sorry
```","```lean
theorem Set.Sized.empty {α : Type u} (r : ℕ) : Set.Sized r (∅ : Set (Finset α))
```",22,0,B,B matches target order (set then size). A restricts to Set (Finset α) incorrectly.,False,False,14,12,False,True
99537,Lean.Server.Test.Refs.test7,medium,small,The declaration states that `test7` is a term of type `Test6` in the `Lean.Server.Test.Refs` module.,Lean.Server.Test.Refs.test7 : Lean.Server.Test.Refs.Test6,"```lean
def test7 : Test6 := sorry
```","```lean
def Lean.Server.Test.Refs.test7 : Lean.Server.Test.Refs.Test6 := by sorry
```",2,0,tie,Both define test7 with correct type; short vs full name is stylistic.,False,False,7,6,True,True
283080,Zsqrtd.nonneg_mul,medium,small,"The product of two nonnegative elements in the ring of integers adjoined with the square root of a natural number $d$ is itself nonnegative: if $a$ and $b$ are nonnegative elements of $\mathbb{Z}[\sqrt{d}]$, then their product $a \cdot b$ is also nonnegative.",Zsqrtd.nonneg_mul {d : ℕ} {a b : ℤ√↑d} (ha : Zsqrtd.Nonneg a) (hb : Zsqrtd.Nonneg b) : Zsqrtd.Nonneg (a * b),"```lean
theorem mul_nonneg_in_zsqrtd (d : ℕ) (a b : ℤ[√d]) (ha : 0 ≤ a) (hb : 0 ≤ b) : 0 ≤ a * b := by sorry
```","```lean
theorem Zsqrtd.nonneg_mul {d : ℕ} {a b : ℤ√↑d} (ha : Zsqrtd.Nonneg a) (hb : Zsqrtd.Nonneg b) : Zsqrtd.Nonneg (a * b) := by sorry
```",89,0,T,B exactly matches target signature with Zsqrtd.Nonneg predicate; A uses incorrect 0 ≤ notation,False,False,19,6,False,False
193840,Finset.covBy_cons,medium,small,"The statement asserts that for a finite set `s` and an element `a` not in `s`, the set `s` is covered by the set obtained by adjoining `a` to `s` (that is, `s` and `cons a s ha` form a covering relation in the lattice of finite sets).",Finset.covBy_cons.{u_1} {α : Type u_1} {s : Finset α} {a : α} (ha : a ∉ s) : s ⋖ Finset.cons a s ha,"```lean
theorem Finset.le_cons {α : Type*} {s : Finset α} {a : α} (ha : a ∉ s) : s ≤ Finset.cons a s ha := by sorry
```","```lean
theorem Finset.covBy_cons {α : Type u_1} {s : Finset α} {a : α} (h : a ∉ s) : s ⋖ Finset.cons a s h := by sorry
```",30,0,T,"A matches target exactly (covBy). B changes to ≤ (le), which is weaker semantically.",False,False,10,9,True,True
166542,Int.Linear.Poly.checkCoeffs,medium,small,"The function `checkCoeffs` takes a polynomial (represented as `Int.Linear.Poly`) and returns a Boolean value, presumably checking whether the coefficients of the polynomial satisfy certain properties or constraints.",Int.Linear.Poly.checkCoeffs : Int.Linear.Poly → Bool,"```lean
def checkCoeffs (p : Int.Linear.Poly) : Bool := by sorry
```","```lean
def Int.Linear.checkCoeffs (p : Int.Linear.Poly) : Bool := by sorry
```",13,0,T,Candidate A matches the full qualified name Int.Linear.Poly.checkCoeffs while B omits the namespace prefix.,False,False,10,10,False,True
145179,Int.negOnePow_eq_iff,medium,small,"The theorem states that two integer powers of negative one are equal if and only if the difference between the exponents is even: for integers $n_1$ and $n_2$, we have $(-1)^{n_1} = (-1)^{n_2}$ if and only if $n_1 - n_2$ is even.",Int.negOnePow_eq_iff (n₁ n₂ : ℤ) : Int.negOnePow n₁ = Int.negOnePow n₂ ↔ Even (n₁ - n₂),"```lean
theorem neg_one_pow_eq_iff_even_diff (n₁ n₂ : ℤ) : (-1 : ℤ) ^ n₁ = (-1 : ℤ) ^ n₂ ↔ Even (n₁ - n₂) := by sorry
```","```lean
theorem Int.negOnePow_eq_iff_even_sub (n₁ n₂ : ℤ) : Int.negOnePow n₁ = Int.negOnePow n₂ ↔ Even (n₁ - n₂) := by sorry
```",56,0,T,"A uses Int.negOnePow matching the target, B uses literal (-1)^n which may differ semantically",False,False,15,7,True,True
97800,iInf_eq_if,medium,small,"The infimum of a constant value $a$ indexed over a decidable proposition $p$ equals $a$ if $p$ is true, and equals the top element $\top$ if $p$ is false.","iInf_eq_if.{u_1} {α : Type u_1} [CompleteLattice α] {p : Prop} [Decidable p] (a : α) : ⨅ (_ : p), a = if p then a else ⊤","```lean
theorem iInf_const_of_decidable {α : Type*} [ConditionallyCompleteLinearOrder α] {p : Prop} [Decidable p] (a : α) :
    ⨅ (_ : p), a = if p then a else ⊤ := by sorry
```","```lean
theorem iInf_eq_const {α : Type*} [CompleteLattice α] {p : Prop} [Decidable p] (a : α) :
  ⨅ (_h : p), a = if p then a else ⊤ := by sorry
```",17,0,T,A uses CompleteLattice matching target; B uses stricter ConditionallyCompleteLinearOrder which is semantically narrower.,False,False,10,10,True,True
122140,UpperHalfPlane.vadd_im,medium,small,"The imaginary part of a point in the upper half-plane is unchanged when a real number is added to it via vector addition: for any real number $x$ and any point $z$ in the upper half-plane, the imaginary part of $x +ᵥ z$ equals the imaginary part of $z$.",UpperHalfPlane.vadd_im (x : ℝ) (z : UpperHalfPlane) : UpperHalfPlane.im (x +ᵥ z) = UpperHalfPlane.im z,"```lean
theorem imag_add_real_eq_imag (x : ℝ) (z : ℂ) (hz : 0 < z.im) : (x +ᵥ z).im = z.im := by sorry
```","```lean
theorem UpperHalfPlane.im_add_real (x : ℝ) (z : UpperHalfPlane) : (x +ᵥ z).im = z.im
```",16,0,T,B matches target signature exactly; A uses Complex.im on ℂ instead of UpperHalfPlane.im and adds extra hypothesis.,False,False,15,7,False,True
