Unnamed: 0,query,sources,time,tags,top_k,types,authors,year_range,citation_range,journal_status,citation_weight,include_unknown_citations,paper_ids,paper_titles,frequency
318,rates of metastability for the halpern iteration in cat(0) spaces,arXiv,02-22-2026 11:10 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
486,"cheeger gromoll local isometric product, busemann flow implies global product","An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-16-2026 02:12 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
288,the quotient of a metric space is a pseudometric space,arXiv,02-23-2026 10:50 AM,,5,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
669,relative equilibrium structure imply the existence of solitary wave solutions,arXiv,02-06-2026 08:35 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,2
165,Feynmann transform of Associative cyclic operad and modular operads,arXiv,03-04-2026 10:57 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
73,every inner product space is also a topological space,arXiv,03-14-2026 02:24 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
85,function locally equal to infinitesimal rotation on connected set,arXiv,03-12-2026 04:36 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
29,Hypersurfasec of genus greater zero admits no birational automorphisms,arXiv,03-18-2026 08:08 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
388,j-map for an elliptic fibration and its jacobian fibration,arXiv,02-19-2026 07:28 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
425,Moduli of Stable Bundles for Ruled Surfaces is nonempty,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-18-2026 09:10 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
87,function locally equal to linear function on connected set,arXiv,03-12-2026 03:21 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
27,best bound for distances of algebraic geometric error-correcting codes,arXiv,03-18-2026 06:39 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
281,sign of the cup-i product as an explicit operation,arXiv,02-23-2026 11:23 AM,,2,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
432,local fundamental group for regular local ring is trivial,Stacks Project,02-17-2026 06:40 PM,,25,,,,"[0, 1502]",All,0,True,,,1
549,Inf sup stability of spacetime dg acoustic Wave equatiom,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 03:24 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
202,Arveson's hyperrigidity conjecture is true for type I algebras,arXiv,02-26-2026 12:05 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
214,There exists a free monoid on a monoidal category,arXiv,02-25-2026 12:57 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
131,Moduli stack of twsited maps to stacks is proper,arXiv,03-07-2026 04:04 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
701,ideal of jacobian of curves as a projective variety,arXiv,02-04-2026 05:46 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
526,Support functions are lipschitz in set by hausdorff distance,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 09:12 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
41,Functions that differentiable everywhere but discontinuous at a point,arXiv,03-17-2026 06:09 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
311,definition of knot sum for knots in other three-manifolds.,arXiv,02-23-2026 05:29 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
635,beillinson conjecture implies kimura conjecture on finite dimension motives,arXiv,02-06-2026 09:56 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
634,The norm function f (x) = ∥x∥ is 1-Lipschitz.,arXiv,02-06-2026 09:57 PM,,10,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
434,local fundamental group for a smooth point is trivial,Stacks Project,02-17-2026 06:33 PM,,25,,,,"[0, 1502]",All,0,True,,,1
521,Quasi-isometry invariance cohomology with coefficient in group ring,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 11:30 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
140,parity of meromorphic differentials on compact Riemann surfaces,arXiv,03-06-2026 02:12 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
497,Minimax robust estimation rate under the wasserstein distance,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-15-2026 05:59 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
14,theorems about smooth DM stacks of codimension one,arXiv,03-22-2026 02:20 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
528,Support functions are lipschitz in argument and set,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 09:07 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
86,function locally equal to polynomial on connected set,arXiv,03-12-2026 03:22 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
546,Representation is irreducible iff representation map is surjective,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 03:56 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
84,homotopy type of projections in a c* algebra,arXiv,03-13-2026 06:32 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
456,automorphism group scheme homomorphisms conjugate separably closed field,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-17-2026 03:49 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
278,sign of the cup-i product associated to steenrod,arXiv,02-23-2026 11:29 AM,,2,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
136,Teichmuller transfer surface rational billiards polygon  orbit arithmetic,arXiv,03-06-2026 02:17 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
632,Any compact Lie group carries a biinvariant metric. ,arXiv,02-07-2026 04:44 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
333,Teichmuller theory of surfaces of topologically infinite type,arXiv,02-22-2026 10:38 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
344,The abelianization of reductive group is a torus,arXiv,02-22-2026 02:12 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
119,Is Heegaard genus known to be NP hard?,arXiv,03-10-2026 02:57 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
36,Steklov spectrum discrete non-compact minimal surface free boundary,arXiv,03-18-2026 03:06 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
308,closed negatively curved manifold is pinched negatively curved,arXiv,02-23-2026 06:16 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
355,The Nuclei on a Frame/Locale form a Frame.,arXiv,02-22-2026 12:55 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
711,the transversal ratio of the sphere is 1/2,arXiv,02-04-2026 05:38 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
697,The Couette flow is stable under Gevrey perturbations,arXiv,02-05-2026 10:40 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,2
328,Cover ideals of modular lattices are cohen Macaulay ,arXiv,02-22-2026 01:46 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
714,the transversal ratio of S^2 is a half,arXiv,02-04-2026 05:37 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
50,A theorem to calculate distance of a triangle ,arXiv,03-16-2026 05:18 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
673,Retakh Berenstein triangle group for non commutative surfaces,arXiv,02-06-2026 08:12 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,2
105,L^2 energy of singular conical Kahler einstein metrics,arXiv,03-10-2026 03:34 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
377,stability of the landau equation in relative entropy,arXiv,02-19-2026 10:58 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
378,Complete regular local rings are defined by prisms,arXiv,02-19-2026 10:40 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
679,A globally hyperbolic Lorentzian length space is geodesic.,arXiv,02-06-2026 02:34 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
394,action of the gradient flow of Kl divergence ,arXiv,02-19-2026 03:50 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
502,Nonparametric estimation in fractional stochastic differential equation,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-15-2026 01:19 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
684,Solutions of singular linear systems  in term,arXiv,02-06-2026 01:29 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
733,gerbe for connected reductive group is bande,arXiv,02-04-2026 10:08 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,2
555,Affine algebraic racks differentiate to Leibniz algebras,arXiv,02-11-2026 07:02 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
31,the laplacian has a bounded H-infinity calculus,arXiv,03-18-2026 06:17 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
531,Uniqueness of solutions to the Landau equation,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 08:06 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
588,Geometric irreductibility is Zariski local modulo connectedness.,Stacks Project,02-09-2026 04:50 PM,,25,,,,"[0, 1502]",All,0,True,,,2
538,a map is colourable with four colors,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 06:04 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,2
729,criteria to blow down weighted projetctive stacks,arXiv,02-04-2026 11:48 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
24,Monodromy of a semistable model is unipotent,arXiv,03-19-2026 08:57 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
431,Deformation spines satisfy an exponential isoperimetric inequality,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-17-2026 08:41 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
315,locally convex topological vector space nash equilibrium,arXiv,02-23-2026 02:16 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
306,p^2 divise (p-1)! -1 pour p premier,arXiv,02-23-2026 07:26 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
313,Schrödinger operators generate a group on L2,arXiv,02-23-2026 04:29 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
402,Contracting elliptic tails is a weighted blow-up,"arXiv,Stacks Project",02-18-2026 04:47 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
102,Computation of border bases no term ordering,arXiv,03-11-2026 01:49 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
212,constant rank level set theorem quantitative version,arXiv,02-25-2026 01:05 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
145,Sarkozy theorem for shifted primes assuming GRH,arXiv,03-06-2026 02:05 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
370,spatially homogeneous Landau equation in relative entropy,arXiv,02-19-2026 11:52 AM,,25,,.,"[1991, 2026]","[0, 1502]",All,0,True,,,1
336,You can recover a field from its ,arXiv,02-22-2026 06:28 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
201,Arveson's hyperrigidity conjecte holds for function systems,arXiv,02-26-2026 12:06 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
200,bounds on boolean rank of a matrix,arXiv,02-26-2026 01:26 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
152,models for elliptic fibrations with multiple fibres,arXiv,03-06-2026 06:04 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
199,are all homologous knots in thremanifolds homotopic,arXiv,02-27-2026 02:18 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
133,fractal dimension of a nilpotent saddle node,arXiv,03-07-2026 06:08 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
307,a scheme of finite type is geometric,arXiv,02-23-2026 06:53 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
92,Isolated point is eigenvalue &class A operator ,arXiv,03-11-2026 11:34 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
286,classifying space of a topological monoid is,arXiv,02-23-2026 10:54 AM,,5,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
443,GOSDT generates the optimal sparse decision tree,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-17-2026 09:48 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
125,The Betti numbers are invariant under flops ,arXiv,03-08-2026 10:26 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,2
258,The Lefschetz Riemann Roch theorem for surfaces,arXiv,02-24-2026 03:52 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
121,Representations are uniquely determined by their character,arXiv,03-09-2026 12:15 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
232,finite local etale ring extensions are monogenic,arXiv,02-24-2026 06:47 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
692,The jones polynomial is link invariant,arXiv,02-06-2026 01:03 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,3
128,The ramsey number 3 is 6,arXiv,03-08-2026 06:22 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
331,Reduction on proof nets is confluent,arXiv,02-22-2026 01:28 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
340,affine paving of quiver flag variety,arXiv,02-22-2026 02:27 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
690,Kolmogorov continuity theorem for schwartz distributions,arXiv,02-06-2026 01:04 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
343,definition of de Rham fundamental group,arXiv,02-22-2026 02:16 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
332,Skein bialgebra has a PBW basis,arXiv,02-22-2026 10:40 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
257,Lefschetz Riemann Roch and coherent trace,arXiv,02-24-2026 03:54 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
287,classifying space of a monoid is,arXiv,02-23-2026 10:52 AM,,5,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
699,regularity of the homogeneous landau equation,arXiv,02-05-2026 02:38 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
32,besov space embeds into sobolev space,arXiv,03-18-2026 06:16 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
270,birkhoff recurrence on a uniform space,arXiv,02-23-2026 12:53 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
641,every variety has finite dimensional motive,arXiv,02-06-2026 09:52 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
241,polynomiality of the double ramification cycle,arXiv,02-24-2026 10:16 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
493,convergence of methods for secular equations,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-15-2026 06:42 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
33,Commutants of shifts on Banach spaces,arXiv,03-18-2026 05:13 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
720,a rational variety is simply connected,arXiv,02-04-2026 04:24 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,2
646,Smashing with k theory increases weight,arXiv,02-06-2026 09:40 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
238,universal optimality of the leech lattice,"arXiv,An Infinitely Large Napkin,Stacks Project,Open Logic Project,CRing Project,ProofWiki,HoTT Book",02-24-2026 11:50 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
650,Functor between Monoidal Categories and Topoi,arXiv,02-06-2026 04:43 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
221,Mixed moments of derivatives of L-functions ,arXiv,02-25-2026 07:03 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
178,Conditions for being a toric cover,arXiv,03-02-2026 10:37 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
161,algebraic characterization of odd acyclic oriention,arXiv,03-05-2026 03:11 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
169,"stokes theorem for nonorientable manifold, density",arXiv,03-02-2026 10:32 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
98,rational involution on an algebraic variety,arXiv,03-11-2026 03:26 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
413,algorithm for computing dihedral linking number,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-18-2026 03:08 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
606,Triangle centers in an isosceles triangle.,arXiv,02-09-2026 08:25 AM,,50,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
414,rank of polynomial kernels are bounded,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-18-2026 03:06 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
426,Moduli of Stable Bundles is nonempty,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-18-2026 09:08 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
142,WRT invariant as quantum modular forms,arXiv,03-06-2026 02:10 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
91,isolated point is eigenvalue & hyponormal ,arXiv,03-11-2026 11:42 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
739,log terminal singularities have crepant reoslutions,"Stacks Project,arXiv",02-03-2026 09:12 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
7,separated algebraic spaces satisfy valuative criterion,arXiv,03-23-2026 10:27 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
483,Norm principle type Dn algebraic group,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-16-2026 05:41 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
508,Shared commodity problem for weighted graphs,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-15-2026 03:05 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
143,ABC conjecture implies no siegel zeroes,arXiv,03-06-2026 02:09 PM,,25,,Ben Green,"[1991, 2026]","[0, 1502]",All,0,True,,,1
552,Median graph convex cycle length 4,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 02:42 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
100,completeness theorem first order predicate logic,Open Logic Project,03-11-2026 01:51 AM,,25,,,,"[0, 1502]",All,0,True,,,1
107,subgame perfect nash equilibrium backward induction,arXiv,03-10-2026 02:16 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
115,The sum of the fibnacci numbers,arXiv,03-10-2026 05:03 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
367,Growth estimates on weighted Fisher information,arXiv,02-19-2026 11:54 AM,,50,,.,"[1991, 2026]","[0, 1502]",All,0,True,,,1
373,Gibbs measures on the unit ball,arXiv,02-19-2026 11:36 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
566,Navier stokes combined with Nash equilibrium,arXiv,02-10-2026 05:04 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
576,there are infinitely many prime numbers,arXiv,02-10-2026 12:35 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
740,structure of modules over PID,Stacks Project,02-03-2026 09:11 AM,,25,,,,"[0, 1502]",All,0,True,,,1
138,Teichmuller transfer surface billiards polygon,arXiv,03-06-2026 02:15 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
42,harmonic ultrafilters form an ideal,arXiv,03-17-2026 05:01 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
188,every 3-manifold admits a foliation,arXiv,02-27-2026 05:34 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
155,Representation ring of finite groups,arXiv,03-06-2026 12:13 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
150,period maps on non-Kähler manifolds,arXiv,03-06-2026 06:07 AM,,13,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
20,haar measure over unitary group,arXiv,03-20-2026 07:07 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
216,Persson characterization of p laplacian,arXiv,02-25-2026 09:49 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
213,constant rank level set theorem,arXiv,02-25-2026 01:04 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
730,MMP descends along Calabi-Yau firbations,arXiv,02-04-2026 11:45 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
144,Sarkozy theorem for shifted primes,arXiv,03-06-2026 02:06 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
229,characterization of weighted projective stack,arXiv,02-24-2026 07:46 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
205,bounded sequence has convergent subsequence,arXiv,02-25-2026 04:55 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
151,deformations of complex parallelisable manifolds,arXiv,03-06-2026 06:06 AM,,13,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
494,strongly monotone operator change metric,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-15-2026 06:13 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
250,Tate Shafarevich group is finite,arXiv,02-24-2026 07:49 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
68,"Restriction operator, invariant , paranormal ",arXiv,03-14-2026 06:59 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
351,theta correspondenc of associate cycle,arXiv,02-22-2026 01:59 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
358,m primary monomial ideals glicciness,arXiv,02-21-2026 10:08 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
64,"Invariant, restriction, absolute paranormal operator ",arXiv,03-14-2026 11:44 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
111,"definition of (∞,n)-category of cobordisms",arXiv,03-10-2026 11:26 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
386,Vietoris ripps complex approximates curvature,arXiv,02-19-2026 08:21 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
96,Class A(k) operator is isoloid ,arXiv,03-11-2026 10:24 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
544,Ring with unique simple module,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 04:12 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
430,betti numbers on cubical complexes,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-17-2026 09:52 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
442,"baire class two, complete co-analytic","An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-17-2026 09:54 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
524,compact space hausdorff space bijection,"An Infinitely Large Napkin,arXiv,CRing Project,HoTT Book,Open Logic Project,ProofWiki,Stacks Project",02-13-2026 09:49 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
347,Howe correspondence between supercuspial representations,arXiv,02-22-2026 02:02 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
271,dynamical flow on a uniformity,arXiv,02-23-2026 12:52 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
280,sign of the cup-i product ,arXiv,02-23-2026 11:25 AM,,2,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
283,chain operads define steenrod operations,arXiv,02-23-2026 11:21 AM,,2,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
284,moore loopspaces are also posets,arXiv,02-23-2026 11:04 AM,,50,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
120,Collapse mu- calculus intuitionistic s5,arXiv,03-09-2026 11:11 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
310,three manifold knots connected sum,arXiv,02-23-2026 05:30 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
319,free groups are matricial field,arXiv,02-22-2026 09:07 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
637,beillinson conjecture implies kimura conjectuire,arXiv,02-06-2026 09:56 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
329,characteristic polynomial upper semimodular lattices,arXiv,02-22-2026 01:44 PM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
629,completeness of the complex numbers,arXiv,02-07-2026 07:26 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
338,Hodge conjecture for abelian fourfold,arXiv,02-22-2026 02:28 AM,,25,,,"[1991, 2026]","[0, 1502]",All,0,True,,,1
