"i","informal_sid","formal_sid","informal_ref","informal_paper","formal_decl_name","primary_label","primary_reason","secondary_label","secondary_reason"
"47","bca92a93-79fc-4dad-b96a-77567c4f5fc2","d5f4610a-d2b9-480c-ab8e-5962449075db","5.3.1","fpvandoorn/carleson","smul_mono","correct","The formal declaration faithfully captures the informal statement's monotonicity property: if n·p ≤ m·p' with n ≤ n' and m' ≤ m, then n'·p ≤ m'·p', where the formal version uses `smul` for the scaling operation and works in the appropriate geometric setting with tiles.","wrong","The formal declaration has the inequality direction reversed: it concludes `smul n' p ≤ smul m' p'` but the informal statement says `n'p ≲ m'p'` should follow from `np ≲ mp'` with `n' ≥ n` and `m ≥ m'`, which would require `smul n' p ≤ smul m' p'` to follow from `smul n p ≤ smul m p'` with `n ≤ n'` and `m' ≤ m` — the formal version has the hypotheses `hm : m' ≤ m` and `hn : n ≤ n'` correct but the conclusion should preserve or strengthen the inequality in a way consistent with monotonicity, yet the formal statement appears to have the scaling factors and tiles in positions that don't match the informal statement's logical structure."
"48","4715ef34-eba3-4f6c-966a-f904031bebdb","947335ff-2726-4822-b565-af1f51e4771b","1.4.3","RemyDegenne/brownian-motion","MeasureTheory.isProjectiveLimit_projectiveLimit","partial","The formal declaration `isProjectiveLimit_projectiveLimit` only establishes that the projective limit is indeed a projective limit, but the informal statement claims multiple results including existence, uniqueness, finite measure property, and probability measure property, which are stated to be separate theorems (MeasureTheory.projectiveLimit, MeasureTheory.IsProjectiveLimit.unique, MeasureTheory.isFiniteMeasure_projectiveLimit, MeasureTheory.isProbabilityMeasure_projectiveLimit) in the lean references.","ambiguous","The formal declaration name and module are provided, but the actual Lean signature/body is missing, making it impossible to verify whether the formal declaration faithfully formalizes the informal statement about projective limits of measures."
"49","673c87c7-f1b7-42d8-9730-aa5558b19cde","40e65419-5b23-4afe-8a71-fee088d12397","6.24","thefundamentaltheor3m/Sphere-Packing-Lean","Delta_E4_eqn","wrong","The formal declaration states `Delta = Delta_E4_E6_aux` which is an equality with an auxiliary function, but the informal statement requires the specific formula `Δ(z) = (E_4^3 - E_6^2)/1728`, and without knowing the definition of `Delta_E4_E6_aux`, we cannot verify this is the same formula.","wrong","The formal declaration merely states that Delta equals an auxiliary function without explicitly showing the formula Δ(z) = (E_4^3 - E_6^2)/1728, which is the core mathematical content of the informal statement."
"50","c3ade757-c231-4045-9f94-48002d0ab2cb","ef63789d-6591-4353-af98-cb7fafd7008a","12.35","teorth/pfr","iter_multiDist_chainRule'","partial","The formal declaration proves only the lower bound inequality from the informal statement, omitting the full equality decomposition that includes the sum over all intermediate mutual information terms from d=1 to m-1.","partial","The formal declaration proves only the inequality (lower bound) from the informal statement, not the full equality decomposition that is the main result; additionally, the formal version uses Fin-indexed sequences rather than explicit homomorphism chains, and the mutual information term differs in structure (only includes d=1 case rather than sum over d=1 to m-1)."
"51","a3bae529-016c-447b-b788-76420447ae5e","765ef6c3-6bd3-4496-873b-1df7c6417958","6.9","teorth/pfr","rdist_of_sums_ge","correct","The formal Lean declaration faithfully captures the informal statement's inequality about Ruzsa distance between sums X₁+X₂' and X₂+X₁' being at least k (which is d[X₁ # X₂]) minus the eta-scaled error terms involving distances from reference points X₀₁ and X₀₂, with appropriate measurability and minimization conditions.","correct","The formal declaration faithfully captures the informal statement: the Ruzsa distance between X₁ + X₂' and X₂ + X₁' is bounded below by d[X₁ # X₂] minus two error terms scaled by η, where the error terms represent changes in distance from reference points p.X₀₁ and p.X₀₂ to the perturbed variables, with the additional constraint that X₁ and X₂ minimize the tau functional."
"52","9aef09fb-c07d-47be-bbc3-3e2bf31a2ebd","a04295e6-59cb-46cf-acc9-2250578f057c","2.1.28","RemyDegenne/brownian-motion","MeasureTheory.Filtration.rightCont_eq_of_nhdsGT_eq_bot","correct","The formal declaration correctly formalizes the informal statement: both state that when a point i is isolated on the right (expressed as nhdsWithin i (Set.Ioi i) = ⊥ in Lean, which means no neighborhood contains points greater than i), the right-continuous filtration at i equals the original filtration at i.","correct","The formal declaration faithfully formalizes the informal statement: the hypothesis `nhdsWithin i (Set.Ioi i) = ⊥` (no neighborhood of i contains points greater than i) corresponds to i being isolated on the right, and the conclusion `↑𝓕.rightCont i = ↑𝓕 i` states that the right-continuous filtration at i equals the original filtration at i, exactly as required."
"53","1b523743-7963-4f78-b97c-8c287fa132ce","9e9b4732-feb2-4160-b1d5-7d89bdbf9d93","62","kbuzzard/ClassFieldTheory","Rep.dimensionShift.up_trivialCohomology","correct","The formal Lean declaration faithfully captures the informal statement that if a representation M of a finite group G has trivial cohomology, then up(M) has trivial cohomology, with the formal version appropriately generalizing to representations over a commutative ring R.","partial","The formal declaration only formalizes the 'up' operation and omits the 'down' operation mentioned in the informal statement, making it a partial formalization of the complete theorem."
"54","c864dd2a-f8a6-411b-b797-c9d0f40537ad","0f8c05d3-c66a-45cf-9f49-6296aff28a43","42","kbuzzard/ClassFieldTheory","groupCohomology.instIsIso_shortExact_downSES","wrong","The formal declaration states that a connecting homomorphism δ is an isomorphism, which is a technical lemma about exact sequences, while the informal statement claims direct isomorphisms between Tate cohomology groups H^n_Tate(S, up(M)) ≅ H^{n+1}_Tate(S,M) and H^{n+1}_Tate(S, down(M)) ≅ H^n_Tate(S,M), which are different mathematical claims.","partial","The formal declaration proves that a connecting homomorphism (δ) is an isomorphism for a specific short exact sequence, which is related to but narrower than the informal statement's claim of two explicit isomorphisms between Tate cohomology groups with different coefficients (up(M), down(M), and M)."
"55","5c0fea7f-4402-46d6-8ec7-28d001d7d0fb","445249f5-2d80-4cc8-8a5e-c818fe13f7cd","2.10","ImperialCollegeLondon/FLT","Wiles_Taylor_Wiles","correct","The formal declaration `Wiles_Taylor_Wiles : FermatLastTheorem` correctly states that Fermat's Last Theorem holds, which matches the informal statement that there are no positive integers a, b, c and natural n ≥ 3 satisfying a^n + b^n = c^n.","correct","The formal declaration `Wiles_Taylor_Wiles : FermatLastTheorem` is a faithful formalization of the informal statement, as it asserts Fermat's Last Theorem (that no positive integers a, b, c and natural n ≥ 3 satisfy a^n + b^n = c^n), with the understanding that `FermatLastTheorem` is defined to capture exactly this mathematical content."
"56","9a352fd6-1afc-4e08-9844-32b4c115bec8","2b3c990a-d505-4b3a-a138-83567d5222ba","6.18","teorth/pfr","I₃_eq","wrong","The informal statement describes an inequality bounding the sum of three conditional mutual informations involving variables U, V, W given S (reference 6.18), while the formal declaration is an equality between two specific conditional mutual information expressions involving X₁, X₂, X₁', X₂' (I₃_eq), which are completely different statements.","wrong","The informal statement (6.18) is a bound on the sum of three conditional mutual informations involving variables U, V, W and S, while the formal declaration (I₃_eq) is an equality statement about mutual information of sums of random variables in a specific algebraic setting, which are completely different theorems."
"57","68db4a7d-6fcc-469a-b92b-6dca80011c59","8c77447e-3c86-4d21-a71e-a4a2260361b3","1.5.26","RemyDegenne/brownian-motion","chainingSequence","wrong","The formal declaration takes a point x in E and natural numbers k and n as separate parameters, whereas the informal statement requires x to be an element of C_k (x ∈ C_k) and defines the sequence only up to index k, not with an additional parameter n.","partial","The formal declaration takes an additional parameter `n` (natural number) that is not mentioned in the informal statement, which only specifies a chaining sequence up to index `k`, suggesting a mismatch in the function signature's generality and purpose."
"58","300de8ac-e859-4a01-80f6-a089e274fdf2","1c8204f1-9fad-40cf-94b7-798931ac294f","13.11","teorth/pfr","rhoMinus","correct","The formal declaration matches the informal statement: it defines rhoMinus as a function taking a random variable X (Ω → G), a finite set A, and a measure μ, returning a real number representing the infimum of KL divergences D_{KL}(X || U_A + T) over independent random variables T, exactly as described in the informal definition.","partial","The formal declaration is a function signature that takes X, A, and μ as inputs and returns a real number, but it does not explicitly show the definition as an infimum over KL divergences between X and U_A + T, which is the core mathematical content of the informal statement; the signature alone cannot verify that the infimum construction and independence constraint are properly implemented."
"59","f226b686-e0cf-4a25-ac3c-9954ebc0d1da","fed3f614-75ca-4c62-a288-edd05fa6d9c8","40","kbuzzard/ClassFieldTheory","Rep.dimensionShift.shortExact_downSES_res","wrong","The informal statement describes the construction of the short exact sequence 0 → down(M) → ind_1'(M) → M → 0 and its functoriality, while the formal declaration is about applying the restriction functor to this sequence (shortExact_downSES_res), which is a different (though related) property not mentioned in the informal statement.","partial","The formal declaration proves the short exact sequence holds after applying a restriction functor along a group homomorphism φ : H →* G, whereas the informal statement claims the short exact sequence is functorial in M without mentioning restriction along group homomorphisms, making the formal version more specialized in scope."
"60","2129f106-da10-4f79-9b4c-a831e952c140","6055bfd8-a912-4654-b693-f9af73179b56","10.1.6","fpvandoorn/carleson","simple_nontangential_operator","partial","The formal declaration proves L2 boundedness of the simple nontangential operator under general assumptions about the Calderon-Zygmund operator, while the informal statement specifically addresses the operator T_*^r applied to bounded measurable functions with support on finite measure sets and includes an explicit bound constant 2^(a^3+26a+6), making the formal version more general but missing the specific context and constant.","wrong","The formal declaration is about a 'simple nontangential operator' and its L2 boundedness, whereas the informal statement is specifically about the maximal operator T*^r g being lower-semicontinuous and satisfying a specific L2 norm bound; these are different mathematical objects and results."
"61","26c1df25-1bb6-4768-a583-c0db51c0a3df","aed2fc06-cae0-46a1-bda3-a4203d128f28","1.3","YaelDillies/chandra-furst-lipton","NOF.IsMultidimCorner","ambiguous","primary_err: bedrock failed after 4 retries: Invalid \escape: line 1 column 114 (char 113)","wrong","The informal statement defines a multidimensional corner as a specific tuple of points (x, x+ce₁, ..., x+ceₐ) in G^d, while the formal declaration defines IsMultidimCorner as a predicate on functions a and b with a constraint a(i,j) = b(i) - b(j), which is a fundamentally different mathematical structure that does not correspond to the geometric corner definition."
"62","a8de781b-5e0d-451b-b422-6c0798c6d2a2","c1d8a6e2-d49c-4306-b998-19bf14706d75","7.5.4","fpvandoorn/carleson","TileStructure.Forest.holder_correlation_tree","partial","The formal declaration matches the informal statement's core claim about Hölder norm bounds, but the informal statement specifies a concrete constant 2^{485a^3} and explicit product formula involving infima of operators T* and M, while the formal version abstracts these as C7_5_4 and P7_5_4, making it less specific than the blueprint claim.","partial","The formal declaration captures the core structure (Hölder norm bound on a ball centered at c(J)) but abstracts away the specific formula involving the product of infima of maximal and adjoint operators, replacing it with a generic tree-based quantity `t.P7_5_4`, making it a faithful but more general formalization that hides the concrete mathematical content of the bound."
"63","9f5a2975-e4e2-488a-ba6e-d7f3dca7cb3d","2f61d0b0-7631-48d7-a4e7-24e056abc736","2.1.2","fpvandoorn/carleson","Grid.dist_mono","correct","The formal Lean declaration faithfully captures the first inequality of the informal statement, showing that for grid cubes I ≤ J, the distance measured at scale I° is at most the distance measured at scale J°, where I° corresponds to the ball B(c(I), D^{s(I)}/4) as specified in the informal definition.","partial","The formal declaration captures the first inequality (d_{I°}(θ,ϑ) ≤ d_{J°}(θ,ϑ)) but omits the second inequality for I ≠ J with the 2^{-95a} factor, and uses a more general pseudometric space setting rather than the specific grid structure context of the informal statement."
"64","4ed2fb55-015c-4f64-8651-8d10791e49a0","5437eeda-e70f-4b65-8f6c-310a2b990cd9","2.1","thefundamentaltheor3m/Sphere-Packing-Lean","SpherePacking.finiteDensity_ge","correct","The formal Lean declaration faithfully captures the lower bound inequality from the informal statement, expressing that the finite density at radius R is at least the number of centers in a ball of radius R - r/2 times the volume ratio of balls with radii r/2 and R.","partial","The formal declaration only captures the lower bound inequality (≥) from the informal statement, which presents both a lower and upper bound (≤ Δ ≤), so the formal is a faithful but incomplete formalization of the full result."
"65","052ece52-df1d-4bc0-b5be-46434d469e14","09cf6c63-7321-4807-9b45-2fb59fb21a17","3.19","leanprover-community/sphere-eversion","isHolonomicAt_localize_iff","partial","The formal declaration only captures the second bullet point about holonomicity preservation under localization, but the informal statement also claims smoothness of the transformed section (first bullet) and preservation of formal solutions (third bullet), which are not present in this declaration.","partial","The formal declaration only formalizes the second bullet point (holonomicity equivalence) rather than all three claims (smoothness, holonomicity, and formal solutions), and it focuses on a single point rather than subsets, making it a more specialized version of the informal statement."
"66","5cd82bfa-19c8-44de-a7c3-b12cd300302d","3f15d1a0-da5c-47e1-bf59-9bcf49409a4f","3.26","teorth/pfr","condRuzsaDist_diff_ofsum_le","correct","The formal Lean declaration faithfully captures the informal statement's inequality relating conditional Ruzsa distances and entropies for independent random variables in an abelian group, with the additional technical requirements (measurability, finite range, probability measures) being standard formalization necessities.","correct","The formal declaration faithfully formalizes the informal statement: it declares the same inequality with conditional Ruzsa distances, involves the same four random variables with the required independence assumption, takes values in a countable abelian group, and the bound is expressed identically as half the sum of the specified entropies."
"67","8b5f365a-d92c-4144-9898-bb7aa25aa65c","738e7345-9526-4a1f-b5ff-75288b380d9b","13.23","teorth/pfr","condRho_of_translate","correct","The formal Lean declaration faithfully captures the informal statement that ρ(X+s|Y) = ρ(X|Y), expressing that conditional rho is invariant under translation by any element s in G, with appropriate measurability and finiteness conditions.","partial","The formal declaration adds extra parameters (A : Finset G, hA : A.Nonempty, hX : Measurable X) and uses a restricted conditional rho ρ[·|·;μ#A] that are not mentioned in the informal statement, which presents the result in a more general abstract form without these restrictions."
"68","ca98f2d7-b592-4132-b2ab-93546243c279","5256b07a-4946-40aa-8d1f-dd72c8b110de","11.5","ImperialCollegeLondon/FLT","NumberField.AdeleRing.DivisionAlgebra.Aux.Y","correct","The formal declaration defines Y as a set in the tensor product space (which corresponds to D_A in the informal statement), and based on the context that X is defined as differences of elements from E, the signature correctly captures that Y is the set of products of elements from X as stated in the informal definition.","partial","The formal declaration correctly captures Y as a set of products from X (which is defined as differences from E) within an adele ring tensor product, but the informal statement's notation D_A is formalized more specifically as a tensor product over a number field's adele ring, which is a valid but more concrete instantiation than the informal description suggests."
"69","69eacefc-e617-4226-89bf-357e71c14bf4","12c0c04e-63e4-4aaa-b513-c5bdd41dad09","4.2.2","YaelDillies/toric","AlgebraicGeometry.Scheme.IsDiagonalisable","wrong","The formal declaration only declares the type signature of `IsDiagonalisable` as a proposition without providing the actual definition that it should be isomorphic to `D_R(G)` for some commutative group `G`, whereas the informal statement explicitly requires this isomorphism condition.","partial","The formal declaration generalizes from algebraic groups over Spec(R) to arbitrary schemes over a base scheme S with a group object structure, losing the specific connection to the diagonalizable group scheme construction D_R(G) from a commutative group G that is central to the informal definition."
"70","ac798dfe-8910-483f-bb7c-a838e181b761","0243abb5-637f-4b3d-ae50-1c839097a81a","1.11","YaelDillies/gibbs-measure","ProbabilityTheory.Kernel.isCondExp_iff_bind_eq_left","correct","The formal declaration faithfully captures the informal statement's equivalence between π being a conditional expectation kernel for μ and the equation μπ = μ (represented as μ.bind π = μ in Lean), with the required conditions that π is proper and μ is a finite measure.","correct","The formal declaration faithfully formalizes the informal statement: it declares that a kernel π is a conditional expectation kernel for a finite measure μ if and only if μ.bind π = μ, with the required assumptions that π is proper and the sigma-algebra condition 𝓑 ≤ 𝓧 holds."
"71","84270dba-b40a-4ee7-94de-eae4f09f77b1","05f5d0d4-acc1-4aca-a112-5dfd85a33dfd","11.10","teorth/pfr","weak_PFR_int","correct","The formal declaration faithfully captures the informal statement: it states that for a set A in a free finite ℤ-module (generalizing ℤ^d) with |A-A| ≤ K|A|, there exists A' ⊆ A with |A'| ≥ K^(-17)|A| and dimension at most (40/log 2)·log K, matching all the key quantitative bounds and structural claims.","partial","The formal declaration generalizes from ℤ^d to any finitely-generated free ℤ-module, which is more general than the informal statement's restriction to integer lattices, and adds a nonemptiness hypothesis not explicitly stated in the informal version."
"72","a411dd2f-ee4d-428b-a8e5-156af1b837c0","d60fa621-fd76-4c91-9512-5cf4ed5672da","4.2.3","fpvandoorn/carleson","Construction.Ω₁_subset_ball","wrong","The formal declaration only proves the upper bound Ω₁(p) ⊆ B_p(Q(p), 0.7) (with radius defaultD^𝔰/4 which corresponds to 0.7 in the scaled metric), but the informal statement requires both the lower bound B_p(Q(p), 0.3) ⊆ Ω₁(p) and the union property over Z(I), which are not present in this declaration.","wrong","The formal declaration only formalizes the second part of the informal statement (the containment of Ω₁(p) within balls around Q(p)), but completely omits the first part about the union of balls around Z(I) being contained in the union of Ω₁(p) regions, and uses different radius constants (defaultD a ^ 𝔰 p / 4 instead of 0.3 and 0.7)."
"73","3ee0fb0e-191f-46d1-aabd-83dc26604cb6","676f6d33-5e47-4873-8a77-ebcf65d365be","6.34","thefundamentaltheor3m/Sphere-Packing-Lean","H₄_SIF","partial","The formal declaration only covers H₄ being slash invariant under Γ(2), while the informal statement claims this property holds for all three functions H₂, H₃, and H₄.","correct","The formal declaration correctly formalizes that H₄ is slash-invariant under Γ(2) with weight 2, using the SlashInvariantForm type which encodes exactly the property that the function remains unchanged under the slash action of the specified subgroup."
"74","b741a5ec-f775-429f-9217-9d4f25432a40","f50dd6bb-0f12-43c2-8deb-32ab45eecc8b","8.3","teorth/pfr","construct_good_improved'","wrong","The informal statement has k on the left-hand side and δ plus a sum on the right-hand side, while the formal declaration has d[X₁ # X₂] on the left and a sum of mutual informations I[T₁ : T₂] + I[T₂ : T₃] + I[T₃ : T₁] plus correction terms on the right, which are structurally different inequalities.","partial","The formal declaration uses X₀₁ and X₀₂ from the refPackage instead of the informal X₁ and X₂, and the left-hand side is d[X₁ # X₂] rather than k, suggesting a different (though related) formulation of the same underlying inequality with additional context from the refPackage structure."
"75","09b71e26-ae3a-4be2-837f-7f14722ad686","53c7b08e-70da-4649-bf27-be44d00e02dd","4.0.3","fpvandoorn/carleson","integrable_tile_sum_operator","wrong","The informal statement is an equality showing that the sum of tile operators equals an integral expression, while the formal declaration only states integrability of the integrand, which is merely a technical lemma needed for the main equality rather than the equality itself.","wrong","The formal declaration proves integrability of a single integrand for a fixed scale s, whereas the informal statement is about the equality of a sum of tile operators to an integral sum over all scales from σ₁(x) to σ₂(x), which is a fundamentally different theorem."
"76","4a2ee928-7c7c-40df-9327-700f425f49c8","a41c3a88-8346-40e3-bd77-0480d804e86b","1.5.74","RemyDegenne/brownian-motion","ProbabilityTheory.constL","partial","The formal declaration takes a set U as parameter and uses pseudo-emetric space, while the informal statement uses diam(T) suggesting T itself is the metric space without an additional subset parameter, and the informal uses standard real-valued metrics rather than extended metrics.","partial","The formal signature takes a set U as an additional parameter and uses a pseudo-emetric space with extended nonnegative reals, while the informal statement describes L as a function of T, c1, d, p, q, β only (with T being a metric space with finite diameter), suggesting a mismatch in generality and parameter structure."
"77","308000ab-96c5-41e2-bc00-bc40aeabed04","444486b3-ea87-43c4-9141-e5987a806b8b","4.1.3","fpvandoorn/carleson","I1_prop_1","partial","The formal declaration only captures the first property (disjointness for j=1) from the informal statement, which describes three distinct properties for indices j∈{1,2,3}, but the formal statement is missing the upper bound k ≤ S and only addresses one of the three properties mentioned.","partial","The formal declaration only formalizes the first part of the informal statement (the injectivity property for I_j when j≠2), omitting the covering property for j≠1 and the containment properties for I_3, making it a proper subset of the full theorem statement."
"78","c6de5768-72ca-4757-bdb7-9965ee11c65e","58086116-3a61-4457-9a19-8ebd31edf85e","5.2.2","fpvandoorn/carleson","dense_cover","correct","The formal declaration states that the volume of the union of sets in 𝓒 k is bounded by 2^(k+1) times the volume of G, which directly matches the informal statement about the measure of the union of dyadic cubes in C(G,k) being at most 2^(k+1)μ(G).","correct","The formal declaration faithfully captures the informal statement: the measure of the union of all dyadic cubes in 𝓒(G,k) is bounded by 2^(k+1) times the measure of G, with the formal signature properly instantiating the collection C(G,k) as '𝓒 k' and expressing the measure inequality exactly as stated."
"79","f38835b2-46ec-462a-b5dd-22010a3600fa","dcc9a876-9067-4dff-a3c8-83ac2a0775a6","5.2.3","fpvandoorn/carleson","pairwiseDisjoint_E1","correct","The formal declaration states that the sets E₁ for elements in 𝔐 k n are pairwise disjoint, which is logically equivalent to the informal statement that if E₁(p) ∩ E₁(p') ≠ ∅ then p = p' for p, p' ∈ 𝔐(k,n).","ambiguous","secondary_err: bedrock failed after 4 retries: Expecting ',' delimiter: line 1 column 292 (char 291)"
"80","8d08b903-976e-48d8-8135-746fea681fd2","8431495f-36b2-4af0-be4b-6d25ddec7455","11","kbuzzard/ClassFieldTheory","groupHomology","wrong","The formal declaration signature/body is empty, making it impossible to verify that it faithfully formalizes the informal statement about group homology H_n(G,M) as the homology of a chain complex of finitely supported functions from G^n to M.","ambiguous","The formal declaration body is missing, making it impossible to verify whether the Lean code faithfully formalizes the specific construction of the chain complex with finitely supported functions, boundary maps, and the definition of homology groups H_n(G,M)."
"81","4eed8e77-a6a5-4bd0-ad11-ea5216d753dc","0a6bc2f9-cef1-487d-bee9-1ad651c194ab","2.8","YaelDillies/apap","spec_hoelder","correct","The formal Lean declaration faithfully captures the informal statement's inequality relating the size of Δ (a subset of the large spectrum) raised to power 2m, scaled by η^(2m) and the ratio of L1 to L2 norms divided by the group size, to the 2m-th energy (called boringEnergy in Lean), with appropriate preconditions on η, Δ, and m.","partial","The formal declaration uses `boringEnergy` instead of the standard energy `E_{2m}`, has the inequality direction reversed (≤ instead of ≥), and uses `largeSpec` (Fourier coefficients ≥ η) instead of the large spectrum `Δ_η(f)` which may have a different definition, plus the normalization order differs slightly (dividing by group size separately rather than as part of η^{2m} scaling)."
"82","27e19de5-75f8-4b9a-9c8d-ecfa9355d243","e419edf8-9e27-422e-9b87-c368588c3901","10.7","teorth/pfr","card_of_slice","partial","The formal declaration uses `Module (ZMod 2) G` which makes every element of G have order dividing 2, but doesn't require φ to be a homomorphism (it's just an arbitrary function), whereas the informal statement requires G to be a finite abelian 2-group (elements can have order 2^k for any k) and φ must be a homomorphism to Z/2Z.","partial","The formal declaration uses the more general typeclass `Module (ZMod 2) G` instead of requiring `G` to be a finite abelian 2-group (which would be `IsPGroup 2 G`), and the inequality `2 * card ≥ card A - 1` is equivalent to but not identical to the informal `≥ (|A|-1)/2`, making this a correct but more general formalization."
"83","5ccade27-2e19-437a-81f0-e3db0c6aa638","a9b7a909-6b8a-45e5-bb43-8da405459b82","3.7","teorth/pfr","ProbabilityTheory.independent_copies'","ambiguous","primary_err: bedrock failed after 4 retries: An error occurred (ThrottlingException) when calling the InvokeModel operation (reached max retries: 4): Too many requests, please wait before trying again.","partial","The formal declaration generalizes to arbitrary finite index types and arbitrary probability spaces, whereas the informal statement specifically constructs independent copies on the product space of the laws (using coordinate projections), which is a more concrete and specific construction than the existential statement in the formal version."
"84","264cb24a-d27d-43e5-92ac-60f849254d68","2057e376-5f7d-437e-8389-2a69265abc11","11.3.5","fpvandoorn/carleson","dist_dirichletApprox_le","ambiguous","primary_err: bedrock failed after 4 retries: An error occurred (ThrottlingException) when calling the InvokeModel operation (reached max retries: 4): Too many requests, please wait before trying again.","partial","The formal declaration captures the core bound but omits the integral representation of L_Nf and the periodicity/continuity properties of the approximation kernel, focusing only on the pointwise bound between the kernels."
"85","30edd2db-48ec-4192-b46b-f1c88177ca42","bffaf974-c7a2-4432-84b9-5cfc097c7cf8","1.3.26","RemyDegenne/brownian-motion","ProbabilityTheory.multivariateGaussian","correct","The formal declaration defines the multivariate Gaussian measure on a finite-dimensional Euclidean space with mean μ and covariance matrix S, which faithfully captures the informal statement's description of the multivariate Gaussian distribution N(m, Σ) as a pushforward of the standard Gaussian by x ↦ m + Σ^(1/2)x, with the generalization from ℝ^d to EuclideanSpace ℝ ι being a natural type-theoretic representation.","partial","The formal declaration correctly captures the main definition of multivariate Gaussian as a pushforward measure, but generalizes from ℝ^d to arbitrary finite-dimensional Euclidean spaces (EuclideanSpace ℝ ι) and handles the non-positive-semidefinite case by defaulting to a Dirac measure, which is a reasonable but not explicitly mentioned extension of the informal statement's requirement that Σ be positive semidefinite."
"86","90461e25-001b-4251-b485-20330b66dd7b","cf2bd1a9-bc2b-4c3e-a813-a536f8cf8349","6.4","thefundamentaltheor3m/Sphere-Packing-Lean","α","ambiguous","primary_err: bedrock failed after 4 retries: An error occurred (ThrottlingException) when calling the InvokeModel operation (reached max retries: 4): Too many requests, please wait before trying again.","partial","The formal declaration correctly identifies α as an element of Gamma(2), but it only declares the existence of α without specifying the matrix value, the relationship α = T², or the group membership details that are central to the informal statement."
"87","19ee8509-8b07-4bfc-bd1c-2f2ae5f4cf10","7b1ae572-d1aa-4a4e-9ddf-6e096234319c","41","kbuzzard/ClassFieldTheory","Rep.trivialTateCohomology_coind₁","partial","The formal declaration only covers the coind₁' case for trivial Tate cohomology, while the informal statement claims both ind₁'(M) and coind₁'(M) have trivial Tate cohomology, so this is only half of the claimed result.","partial","The formal declaration only covers the coinduced representation (coind₁) while the informal statement requires both induced (ind₁') and coinduced (coind₁') representations to have trivial Tate cohomology, and the formal signature uses a different generality (modules over commutative rings rather than representations of finite groups in the classical sense)."
"88","9ec4457d-165e-4a39-ab1d-cd4b634d75f2","f36fc5fa-fa36-4280-b845-e72bd91e85a5","1.3.19","RemyDegenne/brownian-motion","MeasureTheory.integral_comp_eval","wrong","The formal declaration signature and body are missing from the provided text, making it impossible to verify whether the Lean formalization matches the informal statement about integrating a function of the i-th coordinate with respect to a product measure.","ambiguous","The formal Lean signature/body is missing, making it impossible to verify whether the actual theorem statement matches the informal description about integrals over product measures and coordinate projections."
"89","a8007f89-37c2-4e70-a971-f24586484d7c","a2494cd0-8748-43fb-b3c4-8cddee17cb2b","2.1.59","RemyDegenne/brownian-motion","MeasureTheory.Submartingale.uniformIntegrable_stoppedValue","correct","The formal declaration faithfully captures the informal statement: both state that for a submartingale X on a discrete index set with a sequence of stopping times uniformly bounded by some fixed time (n/p), the family of stopped values is uniformly integrable.","partial","The formal declaration generalizes from discrete indexing (ℕ) to an arbitrary countable linearly ordered type ι with additional topological structure, and requires a sigma-finite filtration condition not explicitly mentioned in the informal statement, making it more general in scope while formalizing the same core theorem."
"90","cc20bd52-af4a-4fe5-b0ae-3d9541a06910","52ee9ca8-c54f-413c-acba-489ec4e2a5bc","7.1.3","fpvandoorn/carleson","TileStructure.Forest.pointwise_tree_estimate","correct","The formal declaration faithfully captures the informal statement's bound on the Carleson sum over a tree structure, with the three terms (maximal function, boundary operator, and nontangential maximal function) matching the informal inequality, though the formal version uses `approxOnCube` to handle the projection operator P_𝓙 and makes the bounded support assumption explicit via `BoundedCompactSupport`.","partial","The formal declaration captures the main structure of the bound but differs in generality: the informal statement uses a specific tree structure T(u) with points x, x' in a set L from the tree, while the formal version works with a forest structure and uses a grid cube L, and the constant 2^(129a³) is abstracted as C7_1_3(a) without explicit verification of the exponent value."
"91","44fc4c81-9528-46c8-8e97-6eac5a62fc7c","2858db50-04df-494a-bb5d-7a8b0c397e8a","2.1","teorth/pfr","ProbabilityTheory.entropy","partial","The formal declaration defines entropy for a general measure μ (not necessarily a probability measure) and uses a pushforward measure construction, while the informal statement specifically defines entropy for a random variable under a probability measure with an explicit summation formula.","partial","The formal declaration provides only the type signature without the definition body, so while it correctly declares a function that takes a random variable and measure to produce a real number (matching the informal statement's intent), it omits the actual computational definition involving the sum over values and logarithms that characterizes entropy in the informal statement."
"92","b97526b9-9b7c-454f-9e88-6786a5183e1c","b432f892-ba67-4d12-ac53-71b1647baf94","3.18","leanprover-community/sphere-eversion","OpenSmoothEmbedding.transfer","correct","The formal declaration defines the transfer map ψ_{g,h} from J^1(X,Y) to J^1(M,N) using open smooth embeddings, which matches the first part of the informal statement's definition of the transfer map between jet bundles.","partial","The formal declaration correctly captures the transfer map between jet bundles with the right type signature, but omits the explicit formula ψ_{g,h}(x,y,φ) = (h(x), g(y), T_yg ∘ φ ∘ (T_xh)⁻¹) and the operator on sections Ψ_{g,h}𝓕, focusing only on the basic map definition rather than the complete transfer machinery described in the informal statement."
