"i","informal_sid","formal_sid","informal_ref","informal_paper","formal_decl_name","primary_label","primary_reason","secondary_label","secondary_reason"
"41","b84e3597-672a-493a-a96e-a1b1bf8c9439","9dc5e1a1-b990-4b98-a2cd-0519e2bc8d50","1.5.66","RemyDegenne/brownian-motion","ProbabilityTheory.Cp","lexical_hijack","The retriever is distracted by surface-level lexical matches involving powers of 2, exponents, and constants (C, p, q) in unrelated contexts, missing that the gold is specifically defining a particular constant formula involving (q-d)/p rather than general Kolmogorov continuity bounds or other power-of-2 constants.","compound_statement_dilution","The informal statement describes a specific mathematical formula for C_p involving two competing expressions with exponents and divisions, but the retriever is distracted by surface-level terms like 'Kolmogorov continuity condition' and 'p-th power' that appear in nearby lemmas (1.5.51, 1.5.52, 1.5.59), which discuss applications of C_p rather than its definition."
"42","a7110a0f-9346-4bba-885c-36b64094e60a","4fb069ee-b8d7-4d58-b584-49c8e0b5136a","10.8","ImperialCollegeLondon/FLT","MeasureTheory.addEquivAddHaarChar_refl","bad_blueprint_annotation","The informal statement is about 'd_A at the identity map' (likely a derivative or distortion factor), while the gold formal is about additive Haar measure pushforward under identity equivalence—these describe completely different mathematical concepts despite both involving 'identity'.","sibling_lemma_adjacency","The rank-1 informal result (10.28) is a closely related sibling lemma from the same paper (FLT) about Haar measure preservation under additive isomorphisms, differing only in specificity (general isomorphism vs. identity map) rather than being fundamentally different theorems."
"43","b114b37d-4dce-4ac1-9bce-c79970783461","4618f72a-b25f-4cd2-82f0-cb1847905a50","13.10","teorth/pfr","condKLDiv_nonneg","sibling_lemma_adjacency","The retriever found closely related conditional KL-divergence lemmas (ranks 2, 3, 4, 5 in f→i are all about conditional KL-divergence or related information measures) and conditional entropy lemmas (i→f results) from the same project, but missed the exact gold pairing of the nonnegativity statement.","multiple_correct_formalizations","The i→f ranking returns conditional entropy lemmas (condEntropy_nonneg, condEntropy_le_entropy) which are closely related but distinct formalizations of non-negativity properties, suggesting the corpus contains multiple valid formalizations of similar conditional information-theoretic inequalities and the embedding favors a different one than the blueprint annotation."
"44","678bce0a-f4e9-4fa2-bd15-bfe63ae9c496","69c47779-9ac0-436f-99cf-65404d7fceef","3.6","leanprover-community/flt-regular","roots_of_unity_in_cyclo","sibling_lemma_adjacency","The f→i retrieval placed the gold informal at rank 3 (not rank 1), with rank 1 and rank 2 being closely related statements about cyclotomic fields and primitive p-th roots of unity from what appears to be the same mathematical context.","multiple_correct_formalizations","The gold formal `roots_of_unity_in_cyclo` appears at rank 2 in the i→f results, indicating the embedding corpus contains multiple formalizations of the same theorem and the retriever is ranking a different (but semantically equivalent) formalization higher."
"45","159bba40-4e61-4a62-8bb0-33ea2aceeb86","9414c7e9-70d5-424c-b64d-31c4ccaec48d","4.2.1","YaelDillies/toric","AlgebraicGeometry.Scheme.Diag","sibling_lemma_adjacency","The f→i retrieval ranks the gold informal at position 5, and rank 1 is theorem 4.2.3 which is a closely related sibling lemma in the same section describing the same diagonalisable group scheme construction with slightly different emphasis (isomorphism vs. formation).","sibling_lemma_adjacency","The gold informal (4.2.1) appears at rank 5 in the f→i direction, and the gold formal (Diag) appears at rank 2 in the i→f direction, indicating they are sibling lemmas in the same paper/library with closely related but distinct formalizations that the embedding struggles to prioritize correctly."
"46","c34e78db-0471-4154-855f-7d428abc6cc2","b32e117e-56b8-4245-8e58-21e1903a7c77","2.3.14","YaelDillies/toric","GroupLike.instCommGroup","to_additive_or_fun_value_twin","The i→f retrieval returns `AddMonoidAlgebra.isGroupLikeElem_single` and similar additive variants at ranks 1-4, which are the additive twins of the multiplicative group-like structure described in the gold informal statement, while the gold formal `GroupLike.instCommGroup` about the actual group structure of group-like elements is not retrieved.","sibling_lemma_adjacency","The gold informal statement (2.3.14) appears at rank 5 in the f→i results, indicating it exists in the corpus but the retriever ranked nearby sibling lemmas (2.3.16, 2.3.17) higher, which are from the same paper and discuss related group-like element properties in Hopf algebras."
"47","6c307df6-1d94-44df-894b-88f13955f885","d776cfec-4df9-4357-a09a-ae9064b7260e","7.4.2","fpvandoorn/carleson","TileStructure.Forest.indicator_adjoint_tree_estimate","sibling_lemma_adjacency","The f→i retrieval ranks the correct informal statement at rank 2, and the i→f top results are all closely related sibling lemmas about adjoint operators, trees, and density bounds from the same Carleson formalization, with rank 1 being `indicator_row_bound` which shares nearly identical structure and terminology.","sibling_lemma_adjacency","The gold informal 7.4.2 appears at rank 2 in the f→i results, indicating it is a sibling lemma in the same paper (Carleson) as the gold formal, and the retriever ranked a nearby related statement (7.7.2) at rank 1 instead."
"48","2e9fc365-735e-4dc6-81d3-cc15170a3da7","d9016951-238c-4e5d-a776-1cba83ff7e5f","2.2.37","RemyDegenne/brownian-motion","MeasureTheory.IsMeasurableAnalyticFor.isMeasurableAnalytic","sibling_lemma_adjacency","The f→i retrieval returns rank 5 (gold informal 2.2.37) instead of rank 1, with ranks 1-4 all being nearby lemmas 2.2.34-2.2.36 and 2.2.52 from the same paper about measurably analytic sets and projections, and i→f correctly finds the gold formal at rank 2, showing the embeddings are confused by many semantically similar sibling results.","sibling_lemma_adjacency","The gold informal statement (2.2.37) appears at rank 5 in the f→i results, and the gold formal appears at rank 2 in the i→f results, indicating they are sibling lemmas in the same paper with closely related statements about measurable analyticity that the embedding struggles to distinguish."
"49","d16e2e07-0056-4e58-bafd-f6a681492ba8","e7829f69-1a65-436e-821d-16cbc84ec4fd","2.11","leanprover-community/sphere-eversion","StepLandscape.improveStep_part_hol","sibling_lemma_adjacency","The gold formal `improveStep_part_hol` is about partial holonomicity of an improved solution in a step landscape, while the rank-1 results (`RelLoc.FormalSol.improve`, `Gromov`, etc.) are closely related sibling lemmas about improving formal solutions with holonomic properties in the same sphere-eversion project, differing mainly in technical details like family vs single solution or specific landscape conditions.","sibling_lemma_adjacency","The gold informal statement (2.11) appears at rank 2 in the f→i results, and the gold formal `StepLandscape.improveStep_part_hol` is closely related to the rank-1 formal result `RelLoc.FormalSol.improve`, which are sibling lemmas in the same paper addressing nearly identical improvement theorems with slightly different technical conditions."
"50","651e8dfd-7e9d-448d-abc9-67c251858da4","87e90882-603c-44af-9f75-907f505830c9","6.27","thefundamentaltheor3m/Sphere-Packing-Lean","ModularForm.levelOne_weight_zero_rank_one","compound_statement_dilution","The informal statement combines two distinct claims (negative weights give zero, weight 0 has dimension one) while the gold formal only addresses the weight 0 case, causing the retriever to find partial matches that cover different aspects of the compound statement.","compound_statement_dilution","The informal statement is a compound multi-clause assertion about both negative weights (zero space) and weight 0 (dimension one), but the formal declaration focuses only on the weight 0 case, causing the embedding to rank other weight-specific results (like weight 2) higher due to surface-level lexical overlap with the negative weight clause."
